2025-01-11-13:25:31 INFO  Browser instance launched
2025-01-11-13:25:41 INFO  Login page deployed
2025-01-11-13:25:42 INFO  HomePage popups have been cleared
2025-01-11-13:25:42 INFO  Facebook login option selected.
2025-01-11-13:25:44 INFO  Email entered
2025-01-11-13:25:44 INFO  Password entered
2025-01-11-13:25:44 INFO  Log in Button clicked
2025-01-11-13:26:05 INFO  Login successful. Success element visible.
2025-01-11-13:26:05 INFO  Grocery Store | Quality Products Low Prices | Lidl US
