2025-01-11-13:11:03 INFO  Browser instance launched
2025-01-11-13:11:13 INFO  Login page deployed
2025-01-11-13:11:14 INFO  HomePage popups have been cleared
2025-01-11-13:11:14 INFO  Facebook login option selected.
2025-01-11-13:11:16 INFO  Email entered
2025-01-11-13:11:16 INFO  Password entered
2025-01-11-13:11:16 INFO  Log in Button clicked
2025-01-11-13:11:41 INFO  Login successful. Success element visible.
2025-01-11-13:11:41 INFO  Grocery Store | Quality Products Low Prices | Lidl US
